Image URI,Label
gs://mri_bucket_classification/yes/y1092.jpg,yes
gs://mri_bucket_classification/yes/y1093.jpg,yes
gs://mri_bucket_classification/yes/y1094.jpg,yes
gs://mri_bucket_classification/yes/y1095.jpg,yes
gs://mri_bucket_classification/yes/y1096.jpg,yes
gs://mri_bucket_classification/yes/y1097.jpg,yes
gs://mri_bucket_classification/yes/y1098.jpg,yes
gs://mri_bucket_classification/yes/y1099.jpg,yes
gs://mri_bucket_classification/yes/y11.jpg,yes
gs://mri_bucket_classification/yes/y110.jpg,yes
gs://mri_bucket_classification/yes/y1100.jpg,yes
gs://mri_bucket_classification/yes/y1101.jpg,yes
gs://mri_bucket_classification/yes/y1102.jpg,yes
gs://mri_bucket_classification/yes/y1103.jpg,yes
gs://mri_bucket_classification/yes/y1104.jpg,yes
gs://mri_bucket_classification/yes/y1105.jpg,yes
gs://mri_bucket_classification/yes/y1106.jpg,yes
gs://mri_bucket_classification/yes/y1107.jpg,yes
gs://mri_bucket_classification/yes/y1108.jpg,yes
gs://mri_bucket_classification/yes/y1109.jpg,yes
gs://mri_bucket_classification/yes/y111.jpg,yes
gs://mri_bucket_classification/yes/y1110.jpg,yes
gs://mri_bucket_classification/yes/y1111.jpg,yes
gs://mri_bucket_classification/yes/y1112.jpg,yes
gs://mri_bucket_classification/yes/y1113.jpg,yes
gs://mri_bucket_classification/yes/y1114.jpg,yes
gs://mri_bucket_classification/yes/y1115.jpg,yes
gs://mri_bucket_classification/yes/y1116.jpg,yes
gs://mri_bucket_classification/yes/y1117.jpg,yes
gs://mri_bucket_classification/yes/y1118.jpg,yes
gs://mri_bucket_classification/yes/y1119.jpg,yes
gs://mri_bucket_classification/yes/y112.jpg,yes
gs://mri_bucket_classification/yes/y1120.jpg,yes
gs://mri_bucket_classification/yes/y1121.jpg,yes
gs://mri_bucket_classification/yes/y1122.jpg,yes
gs://mri_bucket_classification/yes/y1123.jpg,yes
gs://mri_bucket_classification/yes/y1124.jpg,yes
gs://mri_bucket_classification/yes/y1125.jpg,yes
gs://mri_bucket_classification/yes/y1126.jpg,yes
gs://mri_bucket_classification/yes/y1127.jpg,yes
gs://mri_bucket_classification/yes/y1128.jpg,yes
gs://mri_bucket_classification/yes/y1129.jpg,yes
gs://mri_bucket_classification/yes/y113.jpg,yes
gs://mri_bucket_classification/yes/y1130.jpg,yes
gs://mri_bucket_classification/yes/y1131.jpg,yes
gs://mri_bucket_classification/yes/y1132.jpg,yes
gs://mri_bucket_classification/yes/y1133.jpg,yes
gs://mri_bucket_classification/yes/y1134.jpg,yes
gs://mri_bucket_classification/yes/y1135.jpg,yes
gs://mri_bucket_classification/yes/y1136.jpg,yes
gs://mri_bucket_classification/yes/y1137.jpg,yes
gs://mri_bucket_classification/yes/y1138.jpg,yes
gs://mri_bucket_classification/yes/y1139.jpg,yes
gs://mri_bucket_classification/yes/y114.jpg,yes
gs://mri_bucket_classification/yes/y1140.jpg,yes
gs://mri_bucket_classification/yes/y1141.jpg,yes
gs://mri_bucket_classification/yes/y1142.jpg,yes
gs://mri_bucket_classification/yes/y1143.jpg,yes
gs://mri_bucket_classification/yes/y1144.jpg,yes
gs://mri_bucket_classification/yes/y1145.jpg,yes
gs://mri_bucket_classification/yes/y1146.jpg,yes
gs://mri_bucket_classification/yes/y1147.jpg,yes
gs://mri_bucket_classification/yes/y1148.jpg,yes
gs://mri_bucket_classification/yes/y1149.jpg,yes
gs://mri_bucket_classification/yes/y115.jpg,yes
gs://mri_bucket_classification/yes/y1150.jpg,yes
gs://mri_bucket_classification/yes/y1151.jpg,yes
gs://mri_bucket_classification/yes/y1152.jpg,yes
gs://mri_bucket_classification/yes/y1153.jpg,yes
gs://mri_bucket_classification/yes/y1154.jpg,yes
gs://mri_bucket_classification/yes/y1155.jpg,yes
gs://mri_bucket_classification/yes/y1156.jpg,yes
gs://mri_bucket_classification/yes/y1157.jpg,yes
gs://mri_bucket_classification/yes/y1158.jpg,yes
gs://mri_bucket_classification/yes/y1159.jpg,yes
gs://mri_bucket_classification/yes/y116.jpg,yes
gs://mri_bucket_classification/yes/y1160.jpg,yes
gs://mri_bucket_classification/yes/y1161.jpg,yes
gs://mri_bucket_classification/yes/y1162.jpg,yes
gs://mri_bucket_classification/yes/y1163.jpg,yes
gs://mri_bucket_classification/yes/y1164.jpg,yes
gs://mri_bucket_classification/yes/y1165.jpg,yes
gs://mri_bucket_classification/yes/y1166.jpg,yes
gs://mri_bucket_classification/yes/y1167.jpg,yes
gs://mri_bucket_classification/yes/y1168.jpg,yes
gs://mri_bucket_classification/yes/y1169.jpg,yes
gs://mri_bucket_classification/yes/y117.jpg,yes
gs://mri_bucket_classification/yes/y1170.jpg,yes
gs://mri_bucket_classification/yes/y1171.jpg,yes
gs://mri_bucket_classification/yes/y1172.jpg,yes
gs://mri_bucket_classification/yes/y1173.jpg,yes
gs://mri_bucket_classification/yes/y1174.jpg,yes
gs://mri_bucket_classification/yes/y1175.jpg,yes
gs://mri_bucket_classification/yes/y1176.jpg,yes
gs://mri_bucket_classification/yes/y1177.jpg,yes
gs://mri_bucket_classification/yes/y1178.jpg,yes
gs://mri_bucket_classification/yes/y1179.jpg,yes
gs://mri_bucket_classification/yes/y118.jpg,yes
gs://mri_bucket_classification/yes/y1180.jpg,yes
gs://mri_bucket_classification/yes/y1181.jpg,yes
gs://mri_bucket_classification/yes/y1182.jpg,yes
gs://mri_bucket_classification/yes/y1183.jpg,yes
gs://mri_bucket_classification/yes/y1184.jpg,yes
gs://mri_bucket_classification/yes/y1185.jpg,yes
gs://mri_bucket_classification/yes/y1186.jpg,yes
gs://mri_bucket_classification/yes/y1187.jpg,yes
gs://mri_bucket_classification/yes/y1188.jpg,yes
gs://mri_bucket_classification/yes/y1189.jpg,yes
gs://mri_bucket_classification/yes/y119.jpg,yes
gs://mri_bucket_classification/yes/y1190.jpg,yes
gs://mri_bucket_classification/yes/y1191.jpg,yes
gs://mri_bucket_classification/yes/y1192.jpg,yes
gs://mri_bucket_classification/yes/y1193.jpg,yes
gs://mri_bucket_classification/yes/y1194.jpg,yes
gs://mri_bucket_classification/yes/y1195.jpg,yes
gs://mri_bucket_classification/yes/y1196.jpg,yes
gs://mri_bucket_classification/yes/y1197.jpg,yes
gs://mri_bucket_classification/yes/y1198.jpg,yes
gs://mri_bucket_classification/yes/y1199.jpg,yes
gs://mri_bucket_classification/yes/y12.jpg,yes
gs://mri_bucket_classification/yes/y120.jpg,yes
gs://mri_bucket_classification/yes/y1200.jpg,yes
gs://mri_bucket_classification/yes/y1201.jpg,yes
gs://mri_bucket_classification/yes/y1202.jpg,yes
gs://mri_bucket_classification/yes/y1203.jpg,yes
gs://mri_bucket_classification/yes/y1204.jpg,yes
gs://mri_bucket_classification/yes/y1205.jpg,yes
gs://mri_bucket_classification/yes/y1206.jpg,yes
gs://mri_bucket_classification/yes/y1207.jpg,yes
gs://mri_bucket_classification/yes/y1208.jpg,yes
gs://mri_bucket_classification/yes/y1209.jpg,yes
gs://mri_bucket_classification/yes/y121.jpg,yes
gs://mri_bucket_classification/yes/y1210.jpg,yes
gs://mri_bucket_classification/yes/y1211.jpg,yes
gs://mri_bucket_classification/yes/y1212.jpg,yes
gs://mri_bucket_classification/yes/y1213.jpg,yes
gs://mri_bucket_classification/yes/y1214.jpg,yes
gs://mri_bucket_classification/yes/y1215.jpg,yes
gs://mri_bucket_classification/yes/y1216.jpg,yes
gs://mri_bucket_classification/yes/y1217.jpg,yes
gs://mri_bucket_classification/yes/y1218.jpg,yes
gs://mri_bucket_classification/yes/y1219.jpg,yes
gs://mri_bucket_classification/yes/y122.jpg,yes
gs://mri_bucket_classification/yes/y1220.jpg,yes
gs://mri_bucket_classification/yes/y1221.jpg,yes
gs://mri_bucket_classification/yes/y1222.jpg,yes
gs://mri_bucket_classification/yes/y1223.jpg,yes
gs://mri_bucket_classification/yes/y1224.jpg,yes
gs://mri_bucket_classification/yes/y1225.jpg,yes
gs://mri_bucket_classification/yes/y1226.jpg,yes
gs://mri_bucket_classification/yes/y1227.jpg,yes
gs://mri_bucket_classification/yes/y1228.jpg,yes
gs://mri_bucket_classification/yes/y1229.jpg,yes
gs://mri_bucket_classification/yes/y123.jpg,yes
gs://mri_bucket_classification/yes/y1230.jpg,yes
gs://mri_bucket_classification/yes/y1231.jpg,yes
gs://mri_bucket_classification/yes/y1232.jpg,yes
gs://mri_bucket_classification/yes/y1233.jpg,yes
gs://mri_bucket_classification/yes/y1234.jpg,yes
gs://mri_bucket_classification/yes/y1235.jpg,yes
gs://mri_bucket_classification/yes/y1236.jpg,yes
gs://mri_bucket_classification/yes/y1237.jpg,yes
gs://mri_bucket_classification/yes/y1238.jpg,yes
gs://mri_bucket_classification/yes/y1239.jpg,yes
gs://mri_bucket_classification/yes/y124.jpg,yes
gs://mri_bucket_classification/yes/y1240.jpg,yes
gs://mri_bucket_classification/yes/y1241.jpg,yes
gs://mri_bucket_classification/yes/y1242.jpg,yes
gs://mri_bucket_classification/yes/y1243.jpg,yes
gs://mri_bucket_classification/yes/y1244.jpg,yes
gs://mri_bucket_classification/yes/y1245.jpg,yes
gs://mri_bucket_classification/yes/y1246.jpg,yes
gs://mri_bucket_classification/yes/y1247.jpg,yes
gs://mri_bucket_classification/yes/y1248.jpg,yes
gs://mri_bucket_classification/yes/y1249.jpg,yes
gs://mri_bucket_classification/yes/y125.jpg,yes
gs://mri_bucket_classification/yes/y1250.jpg,yes
gs://mri_bucket_classification/yes/y1251.jpg,yes
gs://mri_bucket_classification/yes/y1252.jpg,yes
gs://mri_bucket_classification/yes/y1253.jpg,yes
gs://mri_bucket_classification/yes/y1254.jpg,yes
gs://mri_bucket_classification/yes/y1255.jpg,yes
gs://mri_bucket_classification/yes/y1256.jpg,yes
gs://mri_bucket_classification/yes/y1257.jpg,yes
gs://mri_bucket_classification/yes/y1258.jpg,yes
gs://mri_bucket_classification/yes/y1259.jpg,yes
gs://mri_bucket_classification/yes/y126.jpg,yes
gs://mri_bucket_classification/yes/y1260.jpg,yes
gs://mri_bucket_classification/yes/y1261.jpg,yes
gs://mri_bucket_classification/yes/y1262.jpg,yes
gs://mri_bucket_classification/yes/y1263.jpg,yes
gs://mri_bucket_classification/yes/y1264.jpg,yes
gs://mri_bucket_classification/yes/y1265.jpg,yes
gs://mri_bucket_classification/yes/y1266.jpg,yes
gs://mri_bucket_classification/yes/y1267.jpg,yes
gs://mri_bucket_classification/yes/y1268.jpg,yes
gs://mri_bucket_classification/yes/y1269.jpg,yes
gs://mri_bucket_classification/yes/y127.jpg,yes
gs://mri_bucket_classification/yes/y1270.jpg,yes
gs://mri_bucket_classification/yes/y1271.jpg,yes
gs://mri_bucket_classification/yes/y1272.jpg,yes
gs://mri_bucket_classification/yes/y1273.jpg,yes
gs://mri_bucket_classification/yes/y1274.jpg,yes
gs://mri_bucket_classification/yes/y1275.jpg,yes
gs://mri_bucket_classification/yes/y1276.jpg,yes
gs://mri_bucket_classification/yes/y1277.jpg,yes
gs://mri_bucket_classification/yes/y1278.jpg,yes
gs://mri_bucket_classification/yes/y1279.jpg,yes
gs://mri_bucket_classification/yes/y128.jpg,yes
gs://mri_bucket_classification/yes/y1280.jpg,yes
gs://mri_bucket_classification/yes/y1281.jpg,yes
gs://mri_bucket_classification/yes/y1282.jpg,yes
gs://mri_bucket_classification/yes/y1283.jpg,yes
gs://mri_bucket_classification/yes/y1284.jpg,yes
gs://mri_bucket_classification/yes/y1285.jpg,yes
gs://mri_bucket_classification/yes/y1286.jpg,yes
gs://mri_bucket_classification/yes/y1287.jpg,yes
gs://mri_bucket_classification/yes/y1288.jpg,yes
gs://mri_bucket_classification/yes/y1289.jpg,yes
gs://mri_bucket_classification/yes/y129.jpg,yes
gs://mri_bucket_classification/yes/y1290.jpg,yes
gs://mri_bucket_classification/yes/y1291.jpg,yes
gs://mri_bucket_classification/yes/y1292.jpg,yes
gs://mri_bucket_classification/yes/y1293.jpg,yes
gs://mri_bucket_classification/yes/y1294.jpg,yes
gs://mri_bucket_classification/yes/y1295.jpg,yes
gs://mri_bucket_classification/yes/y1296.jpg,yes
gs://mri_bucket_classification/yes/y1297.jpg,yes
gs://mri_bucket_classification/yes/y1298.jpg,yes
gs://mri_bucket_classification/yes/y1299.jpg,yes
gs://mri_bucket_classification/yes/y13.jpg,yes
gs://mri_bucket_classification/yes/y130.jpg,yes
gs://mri_bucket_classification/yes/y1300.jpg,yes
gs://mri_bucket_classification/yes/y1301.jpg,yes
gs://mri_bucket_classification/yes/y1302.jpg,yes
gs://mri_bucket_classification/yes/y1303.jpg,yes
gs://mri_bucket_classification/yes/y1304.jpg,yes
gs://mri_bucket_classification/yes/y1305.jpg,yes
gs://mri_bucket_classification/yes/y1306.jpg,yes
gs://mri_bucket_classification/yes/y1307.jpg,yes
gs://mri_bucket_classification/yes/y1308.jpg,yes
gs://mri_bucket_classification/yes/y1309.jpg,yes
gs://mri_bucket_classification/yes/y131.jpg,yes
gs://mri_bucket_classification/yes/y1310.jpg,yes
gs://mri_bucket_classification/yes/y1311.jpg,yes
gs://mri_bucket_classification/yes/y1312.jpg,yes
gs://mri_bucket_classification/yes/y1313.jpg,yes
gs://mri_bucket_classification/yes/y1314.jpg,yes
gs://mri_bucket_classification/yes/y1315.jpg,yes
gs://mri_bucket_classification/yes/y1316.jpg,yes
gs://mri_bucket_classification/yes/y1317.jpg,yes
gs://mri_bucket_classification/yes/y1318.jpg,yes
gs://mri_bucket_classification/yes/y1319.jpg,yes
gs://mri_bucket_classification/yes/y132.jpg,yes
gs://mri_bucket_classification/yes/y1320.jpg,yes
gs://mri_bucket_classification/yes/y1321.jpg,yes
gs://mri_bucket_classification/yes/y1322.jpg,yes
gs://mri_bucket_classification/yes/y1323.jpg,yes
gs://mri_bucket_classification/yes/y1324.jpg,yes
gs://mri_bucket_classification/yes/y1325.jpg,yes
gs://mri_bucket_classification/yes/y1326.jpg,yes
gs://mri_bucket_classification/yes/y1327.jpg,yes
gs://mri_bucket_classification/yes/y1328.jpg,yes
gs://mri_bucket_classification/yes/y1329.jpg,yes
gs://mri_bucket_classification/yes/y133.jpg,yes
gs://mri_bucket_classification/yes/y1330.jpg,yes
gs://mri_bucket_classification/yes/y1331.jpg,yes
gs://mri_bucket_classification/yes/y1332.jpg,yes
gs://mri_bucket_classification/yes/y1333.jpg,yes
gs://mri_bucket_classification/yes/y1334.jpg,yes
gs://mri_bucket_classification/yes/y1335.jpg,yes
gs://mri_bucket_classification/yes/y1336.jpg,yes
gs://mri_bucket_classification/yes/y1337.jpg,yes
gs://mri_bucket_classification/yes/y1338.jpg,yes
gs://mri_bucket_classification/yes/y1339.jpg,yes
gs://mri_bucket_classification/yes/y134.jpg,yes
gs://mri_bucket_classification/yes/y1340.jpg,yes
gs://mri_bucket_classification/yes/y1341.jpg,yes
gs://mri_bucket_classification/yes/y1342.jpg,yes
gs://mri_bucket_classification/yes/y1343.jpg,yes
gs://mri_bucket_classification/yes/y1344.jpg,yes
gs://mri_bucket_classification/yes/y1345.jpg,yes
gs://mri_bucket_classification/yes/y1346.jpg,yes
gs://mri_bucket_classification/yes/y1347.jpg,yes
gs://mri_bucket_classification/yes/y1348.jpg,yes
gs://mri_bucket_classification/yes/y1349.jpg,yes
gs://mri_bucket_classification/yes/y135.jpg,yes
gs://mri_bucket_classification/yes/y1350.jpg,yes
gs://mri_bucket_classification/yes/y1351.jpg,yes
gs://mri_bucket_classification/yes/y1352.jpg,yes
gs://mri_bucket_classification/yes/y1353.jpg,yes
gs://mri_bucket_classification/yes/y1354.jpg,yes
gs://mri_bucket_classification/yes/y1355.jpg,yes
gs://mri_bucket_classification/yes/y1356.jpg,yes
gs://mri_bucket_classification/yes/y1357.jpg,yes
gs://mri_bucket_classification/yes/y1358.jpg,yes
gs://mri_bucket_classification/yes/y1359.jpg,yes
gs://mri_bucket_classification/yes/y136.jpg,yes
gs://mri_bucket_classification/yes/y1360.jpg,yes
gs://mri_bucket_classification/yes/y1361.jpg,yes
gs://mri_bucket_classification/yes/y1362.jpg,yes
gs://mri_bucket_classification/yes/y1363.jpg,yes
gs://mri_bucket_classification/yes/y1364.jpg,yes
gs://mri_bucket_classification/yes/y1365.jpg,yes
gs://mri_bucket_classification/yes/y1366.jpg,yes
gs://mri_bucket_classification/yes/y1367.jpg,yes
gs://mri_bucket_classification/yes/y1368.jpg,yes
gs://mri_bucket_classification/yes/y1369.jpg,yes
gs://mri_bucket_classification/yes/y137.jpg,yes
gs://mri_bucket_classification/yes/y1370.jpg,yes
gs://mri_bucket_classification/yes/y1371.jpg,yes
gs://mri_bucket_classification/yes/y1372.jpg,yes
gs://mri_bucket_classification/yes/y1373.jpg,yes
gs://mri_bucket_classification/yes/y1374.jpg,yes
gs://mri_bucket_classification/yes/y1375.jpg,yes
gs://mri_bucket_classification/yes/y1376.jpg,yes
gs://mri_bucket_classification/yes/y1377.jpg,yes
gs://mri_bucket_classification/yes/y1378.jpg,yes
gs://mri_bucket_classification/yes/y1379.jpg,yes
gs://mri_bucket_classification/yes/y138.jpg,yes
gs://mri_bucket_classification/yes/y1380.jpg,yes
gs://mri_bucket_classification/yes/y1381.jpg,yes
gs://mri_bucket_classification/yes/y1382.jpg,yes
gs://mri_bucket_classification/yes/y1383.jpg,yes
gs://mri_bucket_classification/yes/y1384.jpg,yes
gs://mri_bucket_classification/yes/y1385.jpg,yes
gs://mri_bucket_classification/yes/y1386.jpg,yes
gs://mri_bucket_classification/yes/y1387.jpg,yes
gs://mri_bucket_classification/yes/y1388.jpg,yes
gs://mri_bucket_classification/yes/y1389.jpg,yes
gs://mri_bucket_classification/yes/y139.jpg,yes
gs://mri_bucket_classification/yes/y1390.jpg,yes
gs://mri_bucket_classification/yes/y1391.jpg,yes
gs://mri_bucket_classification/yes/y1392.jpg,yes
gs://mri_bucket_classification/yes/y1393.jpg,yes
gs://mri_bucket_classification/yes/y1394.jpg,yes
gs://mri_bucket_classification/yes/y1395.jpg,yes
gs://mri_bucket_classification/yes/y1396.jpg,yes
gs://mri_bucket_classification/yes/y1397.jpg,yes
gs://mri_bucket_classification/yes/y1398.jpg,yes
gs://mri_bucket_classification/yes/y1399.jpg,yes
gs://mri_bucket_classification/yes/y14.jpg,yes
gs://mri_bucket_classification/yes/y140.jpg,yes
gs://mri_bucket_classification/yes/y1400.jpg,yes
gs://mri_bucket_classification/yes/y1401.jpg,yes
gs://mri_bucket_classification/yes/y1402.jpg,yes
gs://mri_bucket_classification/yes/y1403.jpg,yes
gs://mri_bucket_classification/yes/y1404.jpg,yes
gs://mri_bucket_classification/yes/y1405.jpg,yes
gs://mri_bucket_classification/yes/y1406.jpg,yes
gs://mri_bucket_classification/yes/y1407.jpg,yes
gs://mri_bucket_classification/yes/y1408.jpg,yes
gs://mri_bucket_classification/yes/y1409.jpg,yes
gs://mri_bucket_classification/yes/y141.jpg,yes
gs://mri_bucket_classification/yes/y1410.jpg,yes
gs://mri_bucket_classification/yes/y1411.jpg,yes
gs://mri_bucket_classification/yes/y1412.jpg,yes
gs://mri_bucket_classification/yes/y1413.jpg,yes
gs://mri_bucket_classification/yes/y1414.jpg,yes
gs://mri_bucket_classification/yes/y1415.jpg,yes
gs://mri_bucket_classification/yes/y1416.jpg,yes
gs://mri_bucket_classification/yes/y1417.jpg,yes
gs://mri_bucket_classification/yes/y1418.jpg,yes
gs://mri_bucket_classification/yes/y1419.jpg,yes
gs://mri_bucket_classification/yes/y142.jpg,yes
gs://mri_bucket_classification/yes/y1420.jpg,yes
gs://mri_bucket_classification/yes/y1421.jpg,yes
gs://mri_bucket_classification/yes/y1422.jpg,yes
gs://mri_bucket_classification/yes/y1423.jpg,yes
gs://mri_bucket_classification/yes/y1424.jpg,yes
gs://mri_bucket_classification/yes/y1425.jpg,yes
gs://mri_bucket_classification/yes/y1426.jpg,yes
gs://mri_bucket_classification/yes/y1427.jpg,yes
gs://mri_bucket_classification/yes/y1428.jpg,yes
gs://mri_bucket_classification/yes/y1429.jpg,yes
gs://mri_bucket_classification/yes/y143.jpg,yes
gs://mri_bucket_classification/yes/y1430.jpg,yes
gs://mri_bucket_classification/yes/y1431.jpg,yes
gs://mri_bucket_classification/yes/y1432.jpg,yes
gs://mri_bucket_classification/yes/y1433.jpg,yes
gs://mri_bucket_classification/yes/y1434.jpg,yes
gs://mri_bucket_classification/yes/y1435.jpg,yes
gs://mri_bucket_classification/yes/y1436.jpg,yes
gs://mri_bucket_classification/yes/y1437.jpg,yes
gs://mri_bucket_classification/yes/y1438.jpg,yes
gs://mri_bucket_classification/yes/y1439.jpg,yes
gs://mri_bucket_classification/yes/y144.jpg,yes
gs://mri_bucket_classification/yes/y1440.jpg,yes
gs://mri_bucket_classification/yes/y1441.jpg,yes
gs://mri_bucket_classification/yes/y1442.jpg,yes
gs://mri_bucket_classification/yes/y1443.jpg,yes
gs://mri_bucket_classification/yes/y1444.jpg,yes
gs://mri_bucket_classification/yes/y1445.jpg,yes
gs://mri_bucket_classification/yes/y1446.jpg,yes
gs://mri_bucket_classification/yes/y1447.jpg,yes
gs://mri_bucket_classification/yes/y1448.jpg,yes
gs://mri_bucket_classification/yes/y1449.jpg,yes
gs://mri_bucket_classification/yes/y145.jpg,yes
gs://mri_bucket_classification/yes/y1450.jpg,yes
gs://mri_bucket_classification/yes/y1451.jpg,yes
gs://mri_bucket_classification/yes/y1452.jpg,yes
gs://mri_bucket_classification/yes/y1453.jpg,yes
gs://mri_bucket_classification/yes/y1454.jpg,yes
gs://mri_bucket_classification/yes/y1455.jpg,yes
gs://mri_bucket_classification/yes/y1456.jpg,yes
gs://mri_bucket_classification/yes/y1457.jpg,yes
gs://mri_bucket_classification/yes/y1458.jpg,yes
gs://mri_bucket_classification/yes/y1459.jpg,yes
gs://mri_bucket_classification/yes/y146.jpg,yes
gs://mri_bucket_classification/yes/y1460.jpg,yes
gs://mri_bucket_classification/yes/y1461.jpg,yes
gs://mri_bucket_classification/yes/y1462.jpg,yes
gs://mri_bucket_classification/yes/y1463.jpg,yes
gs://mri_bucket_classification/yes/y1464.jpg,yes
